name,year,selling_price,km_driven,fuel,transmission
429,2018,13.049794835104816,25000,1,1
52,2011,11.775297421715827,80000,1,1
109,2018,12.983101310070822,10000,4,1
432,2018,13.122365377402328,32000,4,1
922,2018,12.206077645517674,10000,4,1
820,2017,13.345508528717259,52000,4,1
206,2006,11.608244735642321,120000,1,1
410,2019,13.592368256649284,11240,4,1
446,2017,13.102162710901053,66000,1,1
881,2017,13.68767832281738,64000,1,1
474,2013,12.577639650232573,49000,4,1
1311,2006,11.661345470088502,100000,1,1
1154,2018,12.793862088206213,26500,4,1
775,2002,11.082157933374816,100000,4,1
1016,2017,13.437175577097312,72000,1,1
351,2009,12.611541086966115,50000,4,1
581,2017,13.429849547739444,44000,1,1
882,2017,13.815511557963774,60000,1,1
1316,2002,11.51293546492023,120000,1,1
764,2010,11.982935344196433,130000,1,1
1009,2017,13.017005083966255,70000,1,1
885,2014,13.304686600863562,20000,4,1
579,2009,12.100717685412471,60000,1,1
814,2007,11.51293546492023,195000,4,1
814,2010,11.695255355062795,90000,4,1
424,2006,11.775297421715827,80000,4,1
1031,2011,11.982935344196433,155000,4,1
637,2019,13.664688831019712,35000,1,1
573,2018,13.384729180332174,20000,4,1
1041,2010,11.51293546492023,80000,4,1
799,2017,12.549665896013254,20000,4,1
592,2009,12.611541086966115,50000,4,1
591,2010,12.506180941677357,110000,4,1
506,2013,13.217675375388819,29000,1,1
760,2013,13.017005083966255,120000,1,1
643,2011,12.971542813248437,70000,1,1
886,2013,12.765691290604371,40000,4,1
286,2017,12.765691290604371,20000,4,1
1376,2013,12.345834587905333,50000,4,1
793,2013,11.608244735642321,50000,4,1
958,2012,12.886643575525625,49000,4,1
704,2011,13.384729180332174,70000,1,0
641,2011,12.765691290604371,90000,1,1
748,2020,14.151983508870947,25000,1,1
1326,2018,12.793862088206213,4000,4,1
665,2018,14.077875591662238,10000,1,1
1132,2015,13.592368256649284,15000,1,1
402,2018,12.345834587905333,30000,4,1
1045,2014,12.660331092405906,41000,4,1
86,2012,11.736077016252437,28000,4,1
819,2019,13.45883704259595,16000,4,1
392,2015,11.982935344196433,70000,4,1
222,2017,13.180634172318978,10832,4,1
228,2018,13.343907249914384,14681,1,1
551,2009,12.429220196836383,50000,4,1
641,2016,13.279368835614243,51000,1,1
500,2015,13.122365377402328,25000,4,1
76,2014,12.765691290604371,30000,4,1
328,2014,13.112315061750808,80000,1,1
432,2017,13.122365377402328,50000,4,1
634,2015,12.971542813248437,200000,1,1
439,2013,12.75130259456002,44000,4,1
828,2015,13.122365377402328,10000,4,1
1326,2019,12.959846800844963,19600,4,1
1034,2005,11.289794413577894,40000,4,1
51,2011,11.571203807011969,50000,1,1
788,2009,12.100717685412471,46730,4,1
101,2015,12.429220196836383,40000,4,1
1200,2011,12.765691290604371,80000,1,1
1074,2002,11.002116507732017,80000,4,1
519,2018,13.710151153416941,24000,1,1
148,2017,13.45883704259595,21170,1,1
27,2013,14.508658238524095,167223,1,0
882,2017,13.815511557963774,40000,1,1
35,2011,14.13396501635527,60000,1,0
1425,2016,14.403297778421795,141440,1,1
94,2007,11.982935344196433,120000,1,1
1099,2012,13.171155446333852,140000,4,0
755,2012,13.652992804936396,212814,1,1
821,2019,13.592368256649284,30000,1,1
224,2017,13.45883704259595,88635,1,1
971,2018,13.592368256649284,25000,1,1
573,2017,13.26212705890841,20000,4,1
1133,2012,12.765691290604371,110000,1,1
1005,2008,12.429220196836383,120000,1,1
190,2011,13.304686600863562,149674,1,1
683,2007,12.821260987319457,100000,1,1
829,2006,11.289794413577894,120000,4,1
1218,2003,10.819798284210286,120000,1,1
519,2018,13.710151153416941,25000,1,1
1048,2014,12.611541086966115,35000,4,1
1220,2002,11.736077016252437,40000,4,1
971,2015,13.102162710901053,60000,1,1
1377,2012,12.611541086966115,50000,1,1
1284,2013,10.915106645867503,25000,4,1
453,2016,12.765691290604371,25000,4,1
429,2019,13.534474352733596,8000,1,1
880,2017,13.487007879880162,60000,1,1
641,2006,12.345834587905333,200000,1,1
697,2018,13.910821646859095,20000,1,1
1464,2013,12.899222326086994,100000,4,1
537,2015,12.765691290604371,70000,1,1
54,2012,11.976665770490767,68000,1,1
1014,2017,13.217675375388819,38000,4,1
928,2013,12.721888795877375,80000,1,1
1245,2014,12.128116509451258,72000,0,1
869,2012,12.345834587905333,75000,0,1
899,2014,12.323860125621126,43000,4,1
1003,2007,12.429220196836383,120000,4,1
1342,2015,12.899222326086994,100000,1,1
993,2014,13.060490101343552,163000,1,1
808,2018,12.611541086966115,25000,4,0
811,2011,11.884495917930655,25000,4,1
942,2007,11.51293546492023,90000,4,1
701,2014,13.122365377402328,70000,1,1
478,2010,11.775297421715827,98000,0,1
63,2010,12.388398368982115,81925,1,1
230,2013,11.918397239722838,80000,1,1
1156,2017,12.506180941677357,40000,4,1
971,2014,12.899222326086994,90000,1,1
396,2012,12.206077645517674,46000,4,1
751,2012,13.217675375388819,80000,1,1
1146,2018,12.691583538230217,35000,4,1
1182,2017,13.664688831019712,82080,1,0
755,2012,13.304686600863562,200000,1,1
84,2009,11.736077016252437,70000,4,1
775,2000,11.002116507732017,40000,4,1
94,2010,12.611541086966115,120000,1,1
203,2007,12.154784614286667,60000,4,1
883,2013,12.899222326086994,110000,1,1
1267,2011,12.468440756144114,97000,1,1
996,2017,12.899222326086994,30000,4,1
608,2010,12.429220196836383,40000,4,1
432,2019,13.304686600863562,10000,4,1
1069,2010,12.07254696717504,52047,4,1
1401,2011,13.017005083966255,200000,1,1
1327,2019,12.765691290604371,15000,4,0
1019,2018,13.592368256649284,50000,1,1
999,2011,12.429220196836383,70000,4,1
1000,2019,13.304686600863562,10000,4,1
993,2017,13.304686600863562,90000,1,1
793,2016,11.775297421715827,40000,4,1
1034,2006,11.407576060361786,62009,4,1
584,2017,13.296318365198623,33100,4,1
396,2014,12.154784614286667,40000,4,1
460,1999,10.819798284210286,120000,4,1
1041,2007,11.461642696843066,80000,4,1
1308,2016,13.815511557963774,70000,1,1
689,2006,12.301387370778713,220000,4,1
641,2010,12.899222326086994,50000,1,1
102,2015,12.660331092405906,45000,4,1
1391,2014,13.815511557963774,110000,1,1
170,2014,13.122365377402328,49000,1,1
746,2018,14.285514812209815,35000,1,0
713,2017,13.122365377402328,160000,1,1
811,2007,11.156264806643742,180000,4,1
775,2007,11.561725152903833,60000,4,1
184,2008,12.899222326086994,110000,1,1
1034,2004,11.289794413577894,60000,4,1
799,2016,12.611541086966115,30000,4,1
652,2017,12.92391243868049,40000,1,1
982,2009,12.429220196836383,70000,4,1
1294,2010,12.429220196836383,120000,1,1
971,2012,12.278397958261774,80000,1,1
1391,2015,14.151983508870947,120000,1,1
289,2018,13.07107218827772,20000,4,1
289,2018,13.07107218827772,22000,4,1
85,2008,11.225256725762893,35000,4,1
81,2013,12.206077645517674,120000,1,1
1330,2019,13.26212705890841,8000,4,1
928,2011,11.918397239722838,40000,1,1
1020,2018,13.652992804936396,10000,1,1
459,2019,12.765691290604371,30000,4,1
184,2011,13.217675375388819,54000,1,1
500,2017,12.706850963741102,80577,4,1
329,2017,13.85952744338105,25000,1,1
501,2011,12.611541086966115,127500,1,1
394,2015,12.367345048436391,40903,4,1
237,2011,11.695255355062795,60000,4,1
1045,2004,11.775297421715827,46000,4,1
188,2004,12.524530013005734,22288,1,1
1446,2011,12.506180941677357,180000,1,1
1456,2015,13.122365377402328,30000,1,1
453,2015,12.899222326086994,61690,4,1
594,2015,13.304686600863562,64484,4,1
20,2012,14.115615891155079,90000,1,0
1136,2013,12.899222326086994,75976,1,1
233,2011,12.301387370778713,70000,1,1
290,2012,12.611541086966115,85962,4,1
919,2018,12.429220196836383,120000,4,1
360,2015,13.304686600863562,120000,1,1
293,2012,12.560247968016562,75000,4,0
257,2009,12.765691290604371,57035,4,1
641,2011,12.04355959836804,70000,1,1
212,2015,12.345834587905333,45000,4,1
751,2013,13.122365377402328,72104,1,1
1281,2011,11.225256725762893,15000,4,1
585,2016,13.304686600863562,30000,4,1
1259,2011,12.301387370778713,80000,1,1
1240,2009,11.918397239722838,164000,1,1
811,2006,11.082157933374816,124439,4,1
1076,2006,11.695255355062795,77000,4,1
971,2014,12.388398368982115,90000,1,1
1146,2017,12.873904582205107,30000,4,1
55,2012,12.100717685412471,50000,4,1
992,2012,12.676079399771027,80000,1,1
793,2018,12.644330802262578,5000,4,1
1024,2018,12.948012371209098,24000,4,0
1330,2019,13.217675375388819,10000,4,1
880,2016,13.217675375388819,78000,1,1
718,2018,13.541075028051122,50000,1,1
776,2001,10.668978650219241,100000,4,1
922,2018,12.429220196836383,20000,4,1
468,2019,13.122365377402328,1250,4,1
1343,2015,12.847929163278053,17152,4,1
747,2019,14.430696737594902,5000,1,0
1461,2012,12.765691290604371,77000,1,1
516,2008,12.180759965737863,90000,1,1
55,2011,12.323860125621126,80000,4,1
1398,2015,13.933294482509151,65000,1,1
1236,2011,11.798111925972618,80000,1,1
396,2013,12.206077645517674,24005,4,1
1020,2018,13.753636218075409,20000,1,1
1137,2014,12.899222326086994,120000,1,1
552,2009,11.695255355062795,120000,4,1
978,2015,13.345508528717259,80000,1,1
954,2005,11.608244735642321,80000,4,1
1133,2012,13.102162710901053,100000,1,1
811,2009,11.849404844423074,120000,4,1
234,2011,12.07254696717504,149000,1,1
1036,2005,11.407576060361786,65000,4,1
990,2009,12.524530013005734,100000,1,1
1479,2011,12.611541086966115,65000,1,1
108,2018,12.506180941677357,19000,4,1
56,2010,11.775297421715827,80000,4,1
809,2015,12.524530013005734,30000,4,1
992,2012,12.771389295485289,109000,1,1
399,2012,12.100717685412471,90000,3,1
811,2012,11.918397239722838,90000,4,1
1005,2010,12.611541086966115,110000,1,1
631,2007,12.323860125621126,120000,1,1
360,2014,13.304686600863562,44000,1,1
877,2015,13.122365377402328,80000,4,1
282,2018,13.710151153416941,5000,4,1
600,2016,13.304686600863562,61000,4,1
1382,2011,13.017005083966255,100000,1,1
552,2009,12.506180941677357,27633,4,1
1005,2010,12.644330802262578,100000,1,1
477,2012,12.429220196836383,100000,3,1
213,2019,13.45883704259595,12586,4,1
122,2018,13.384729180332174,38083,1,1
234,2012,12.899222326086994,55328,1,1
233,2012,12.959846800844963,81632,1,1
148,2016,13.304686600863562,155201,1,1
160,2013,13.304686600863562,93283,1,1
989,2009,12.611541086966115,217871,1,1
205,2012,13.017005083966255,90165,1,1
170,2014,13.527829818844937,101504,1,1
240,2010,12.691583538230217,86017,1,1
755,2013,13.710151153416941,85036,1,1
251,2006,12.100717685412471,91086,4,1
142,2013,12.765691290604371,160254,1,1
160,2013,13.304686600863562,125531,1,1
362,2019,13.710151153416941,60000,1,1
1176,2006,12.765691290604371,100000,1,1
924,2013,12.54254845357358,90000,1,1
758,2009,12.323860125621126,120000,1,1
318,2014,13.161586013632684,82000,1,1
676,2016,13.142166004700508,60000,1,1
820,2019,13.228525371792253,24000,4,1
1255,2014,12.323860125621126,120000,1,1
263,2013,12.691583538230217,65000,1,1
992,2013,12.807655372286902,65000,1,1
382,2015,13.652992804936396,84000,1,1
1371,2013,12.765691290604371,75000,1,1
992,2007,12.323860125621126,50000,1,1
811,2011,11.813037464800539,50000,4,1
1041,2007,11.849404844423074,49000,4,1
939,2016,13.407543823396258,560000,1,1
1154,2015,12.524530013005734,14365,4,1
1387,2017,14.827111833279051,41000,1,0
505,2013,13.091904169919621,65000,1,1
857,2015,13.244582780038517,65000,1,1
971,2013,12.959846800844963,61083,1,1
1417,2013,13.73755009757506,75000,1,1
708,2012,13.244582780038517,72000,1,1
1132,2014,13.171155446333852,65000,1,1
494,2017,14.316286451937186,55000,1,1
396,2015,12.59473402514672,21000,4,1
612,2012,14.53335083891935,66363,4,0
389,2018,14.204169225721929,11700,4,0
533,2017,13.910821646859095,10000,4,0
1089,2014,15.29711532616119,100000,1,0
1012,2016,13.415034483903348,7104,4,1
935,2015,13.527829818844937,45974,1,1
513,2015,13.541075028051122,55340,4,1
1463,2017,13.652992804936396,20000,4,0
1160,2015,12.873904582205107,61585,1,1
838,2016,13.017005083966255,39415,4,0
294,2014,12.959846800844963,29654,4,1
821,2016,13.554147092530322,64672,1,1
387,2015,13.955273369904273,54634,1,0
326,2015,13.560619598657233,66521,4,1
1423,2018,14.360738188157574,23974,1,0
26,2016,14.580978865220017,43000,1,0
1137,2013,13.017005083966255,1000,1,1
1079,2018,15.150511887854474,10000,1,0
6,2013,14.272936037914342,86000,1,0
39,2019,15.414898336565054,30000,1,0
380,2016,13.190023895035274,52600,1,1
943,2012,12.323860125621126,110000,4,1
434,2017,13.217675375388819,19890,4,0
885,2015,13.345508528717259,11918,4,1
449,2017,13.161586013632684,10510,4,0
58,2016,12.384223015005313,41000,4,1
1389,2017,14.77102238760702,47162,1,0
554,2012,12.345834587905333,49824,4,1
13,2013,14.077875591662238,58500,1,0
462,2005,11.289794413577894,56580,4,1
1173,2012,12.861001210669146,52000,1,1
971,2017,13.304686600863562,46507,1,1
605,2013,12.765691290604371,50000,4,1
793,2014,11.652687407345388,30000,4,1
605,2013,12.847929163278053,50000,4,1
901,1995,11.461642696843066,100000,4,1
677,2016,13.710151153416941,35000,1,1
56,2012,12.211060187041213,90000,4,1
919,2014,12.345834587905333,11451,4,1
1305,2019,13.592368256649284,60000,1,1
732,2012,11.918397239722838,172000,1,1
992,2018,13.304686600863562,60000,1,1
90,2005,11.918397239722838,150000,1,1
72,2009,11.918397239722838,66000,1,1
871,2019,12.847929163278053,5000,4,1
954,2006,11.289794413577894,66508,4,1
338,2007,12.323860125621126,55000,4,1
1283,2012,11.225256725762893,29900,4,1
1213,2017,14.285514812209815,3000,1,1
1237,2012,12.128116509451258,85000,1,1
679,2011,12.959846800844963,50000,1,1
1228,2010,11.51293546492023,120000,1,1
1065,2008,11.849404844423074,90000,4,1
962,2017,13.47302165746721,8000,4,0
264,2015,13.017005083966255,7900,4,0
118,2017,12.25486757159303,50000,4,1
806,2016,12.506180941677357,25000,4,1
814,2009,11.608244735642321,20000,4,1
998,2018,13.199326270390594,17500,4,1
670,2008,11.884495917930655,25000,4,1
1308,2013,12.793862088206213,206500,1,1
560,2013,12.429220196836383,88600,3,1
1336,2012,11.608244735642321,80000,1,1
61,2008,12.429220196836383,100000,1,1
205,2011,11.918397239722838,186000,1,1
47,2010,11.849404844423074,60000,4,1
868,2019,13.73755009757506,11000,4,1
1211,2017,13.785051350479566,30000,1,1
473,2007,11.407576060361786,80000,0,1
460,2001,10.915106645867503,60000,4,1
516,2007,11.951186847493476,100000,1,1
726,2019,13.710151153416941,15000,1,1
801,2011,11.813037464800539,90000,4,1
775,2012,12.100717685412471,120000,4,1
505,2013,13.112315061750808,100000,1,1
1414,2009,12.899222326086994,138000,1,1
516,2008,12.429220196836383,110000,1,1
803,2015,11.835016210489899,120000,4,1
304,2011,12.647551406590285,70000,4,0
799,2015,12.154784614286667,70000,4,1
641,2011,12.647551406590285,140000,1,1
925,2009,12.611541086966115,15000,4,1
355,2018,13.304686600863562,20000,4,1
700,2009,13.217675375388819,100000,1,1
1187,2015,13.304686600863562,70000,4,0
799,2018,12.180759965737863,5000,4,1
1279,2013,10.968215530759236,27974,4,1
799,2018,12.117246896289503,40000,4,1
1061,2007,11.461642696843066,80000,4,1
1033,2013,12.429220196836383,38000,4,1
1343,2014,12.899222326086994,35000,4,1
506,2012,12.92391243868049,60000,1,1
1178,2004,11.695255355062795,120000,1,1
955,2018,13.304686600863562,18000,4,0
272,2016,13.304686600863562,10000,4,1
751,2015,13.623139877437296,90000,1,1
1370,2016,13.345508528717259,80000,1,1
451,2020,13.45883704259595,1400,1,1
55,2011,11.982935344196433,60000,4,1
811,2011,11.652687407345388,60000,4,1
1041,2009,11.918397239722838,53000,4,1
1442,2010,12.429220196836383,100000,1,1
505,2012,12.873904582205107,86000,1,1
1137,2015,13.384729180332174,100000,1,1
540,2016,13.304686600863562,30000,1,1
572,2011,12.429220196836383,120000,4,1
475,2011,12.345834587905333,60000,3,1
924,2016,12.608202196848836,50000,1,1
63,2010,12.706850963741102,124000,1,1
366,2012,12.100717685412471,100000,4,1
432,2017,13.07107218827772,42000,4,1
447,2015,12.691583538230217,100000,1,1
326,2016,13.367661298303675,28205,4,1
839,2017,12.936036208848487,32670,4,0
379,2016,13.99699926803766,30093,1,0
887,2013,13.171155446333852,56228,0,1
507,2013,12.959846800844963,59319,4,1
1017,2016,13.457407451830088,39503,1,1
438,2013,12.691583538230217,35299,4,1
1381,2011,12.524530013005734,51687,4,1
1486,2011,12.502470376049185,76259,4,0
1460,2013,12.896719202134523,44049,1,1
658,2017,13.07107218827772,45087,1,1
1381,2011,12.425212191503038,41125,4,1
10,2014,14.25312076497659,42215,1,0
1465,2011,12.449018824140563,54206,4,1
1188,2012,12.502470376049185,52547,4,1
889,2014,13.407543823396258,59110,1,1
1042,2014,12.608202196848836,54565,4,1
591,2010,12.487488878546145,47564,4,1
1465,2010,12.259618151783465,45143,4,1
1196,2013,13.303018546545275,61624,4,0
1257,2007,10.915106645867503,195000,1,1
506,2014,13.217675375388819,50000,1,1
619,2018,15.201805169084134,68000,1,0
1312,2010,12.301387370778713,120000,1,1
998,2019,13.122365377402328,20000,4,1
814,2010,11.849404844423074,30000,4,1
992,2013,12.691583538230217,60000,1,1
599,2010,12.25486757159303,90000,4,1
814,2008,11.608244735642321,90000,4,1
521,2019,13.997832948091215,25000,1,1
799,2017,12.345834587905333,40000,4,1
793,2006,12.013706813470414,132000,4,1
1332,2018,13.171155446333852,10980,4,0
396,2018,12.691583538230217,20629,4,1
1427,2018,14.220976332738882,50000,1,1
440,2015,12.899222326086994,30000,4,0
860,2015,13.217675375388819,69782,4,1
782,2003,11.49273296168228,54000,4,1
756,2013,13.710151153416941,63654,1,1
1158,2017,13.45883704259595,60000,1,1
696,2015,13.698977865303197,52000,1,1
984,2015,13.102162710901053,59385,1,1
582,2015,13.171155446333852,70378,4,1
1035,2013,12.706850963741102,55425,4,1
627,2013,13.217675375388819,78413,1,1
637,2018,13.579789490265188,40890,1,1
292,2015,12.765691290604371,34823,4,1
1431,2017,14.346139397261565,75000,1,0
855,2017,13.527829818844937,55545,1,1
263,2014,12.92391243868049,56541,1,1
402,2016,12.301387370778713,43700,4,1
1219,2009,11.127277689932466,120000,4,1
396,2017,12.577639650232573,20000,4,1
322,2014,13.304686600863562,27483,1,1
986,2019,13.060490101343552,8000,4,1
